name,artist,album,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_popularity
Duro y Suave,Leslie Grace,Duro y Suave,31M5m42C3EGlbydf9XB5to,0.769,0.721,10,-4.483,0,0.153,0.111,5.9e-05,0.0505,0.618,94.978,207720,4,66
Lights On,Shawn Mendes,Illuminate,348cSuo1eooBe21AzdjAqy,0.705,0.575,9,-6.353,1,0.0648,0.425,0.0,0.122,0.555,90.869,201440,4,89
I Don't Care (with Justin Bieber),Ed Sheeran,I Don't Care (with Justin Bieber),3HVWdVOQ0ZA45FuZGSfvns,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,219947,4,97
Could Have Been Me,The Struts,Everybody Wants,3IyCL4Em1GOpNGDf451Hg1,0.541,0.907,4,-4.512,1,0.0642,0.0158,0.000185,0.34,0.434,80.029,187653,4,61
Alibi,Bradley Cooper,A Star Is Born Soundtrack,3VQN13uMyi3dGpyIyUhG3X,0.285,0.787,9,-3.641,0,0.036,0.0145,0.00043,0.817,0.636,175.693,183227,4,74
Primadonna Like Me,The Struts,YOUNG&DANGEROUS,3YFaqvSgFBxiJA2xrc70yq,0.53,0.949,11,-2.699,1,0.0459,3.59e-05,0.522,0.378,0.836,137.011,203705,4,61
What Makes A Good Man?,The Heavy,The Glorious Dead,3nGWzFBJ5tMzHWAgs16fK6,0.456,0.803,2,-4.265,1,0.0786,0.000259,0.000368,0.291,0.333,186.15,226380,4,60
Rise,Jonas Blue,Rise,3u1S1OmAUhx5DRlLrXqyp3,0.69,0.784,1,-4.653,1,0.032,0.323,0.0,0.203,0.669,106.066,194408,4,79
Vaina Loca,Ozuna,Aura,48zFZh27QU5qsrBjn4C2FA,0.754,0.805,6,-4.249,1,0.0752,0.315,0.0,0.203,0.555,93.982,176133,4,91
Black Eyes,Bradley Cooper,A Star Is Born Soundtrack,4HUqrGAZ5f0gHRor7z9BFc,0.373,0.937,11,-2.133,0,0.0834,0.000811,6.37e-05,0.815,0.46,150.242,183773,4,74
This Feeling,The Chainsmokers,Sick Boy,4NBTZtAt1F13VvlSKe6KTl,0.575,0.571,1,-7.906,1,0.0439,0.0558,0.0,0.0912,0.449,105.049,197947,4,84
Give Love a Try,Jonas Brothers,Disney's Top Ten,4WdMbrmzcc2QFKSTQxlK9q,0.794,0.29,5,-11.741,1,0.0376,0.539,0.0,0.0974,0.419,95.032,203133,4,83
Con Todos Menos Conmigo,Timbiriche,Timbiriche 7,4d7N2lqEJMbQwVy1LCqhXv,0.731,0.392,2,-13.478,1,0.0385,0.564,0.0,0.0851,0.789,114.179,184947,4,68
Woke Up Late (feat. Hailee Steinfeld),Drax Project,Drax Project,4oPWkP9zQ5ANBbfdHGOvKF,0.698,0.66,2,-5.429,0,0.083,0.043,0.0,0.186,0.351,119.214,181827,4,62
I'll Be There,Jess Glynne,Always in Between,4r1CoAATVuxag55Ct3Y1aX,0.627,0.858,7,-3.116,1,0.0394,0.0288,0.0,0.199,0.399,100.074,194387,4,76
Like I Love You,Lost Frequencies,Like I Love You,4sh506lJZac1T4o4NqtIuS,0.863,0.588,1,-7.141,1,0.0847,0.142,3.42e-05,0.457,0.751,117.911,190174,4,82
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,No.6 Collaborations Project,4vUmTMuQqjdnvlZmAH61Qk,0.857,0.621,9,-6.376,0,0.0825,0.148,0.0,0.0865,0.668,97.989,204467,4,97
Youngblood,5 Seconds of Summer,Youngblood,55S2PQgSMYAhgoTCcGCDfw,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,203418,4,82
Thursday,Jess Glynne,Always in Between,57zF9nlPH4rud6f6zuKSQi,0.603,0.554,2,-4.381,1,0.0646,0.452,0.0,0.0545,0.354,111.989,216239,4,76
Growing Pains (Reprise),Alessia Cara,The Pains Of Growing,5DSEsH11oe6IyStmZ8o0NT,0.429,0.221,7,-9.096,1,0.0432,0.983,0.0,0.168,0.327,87.072,59813,3,81
Free Bird,Lynyrd Skynyrd,Pronounced' Leh-'Nerd 'Skin-'Nerd,5EWPGh7jbTNO2wakv8LjUI,0.249,0.834,0,-8.21,1,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,547107,4,75
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)",5Gu0PDLN4YJeW75PpBSg9p,0.664,0.708,8,-4.154,1,0.0474,0.0337,0.0,0.0841,0.742,103.07,174800,4,76
Partition,Beyoncé,BEYONCÉ [Platinum Edition],5hgnY0mVcVetszbb85qeDg,0.412,0.441,11,-11.523,0,0.291,0.0296,0.0726,0.306,0.174,185.571,319467,4,87
Tune Maari Entriyaan,Sohail Sen,Gunday,5kg1GacbhgQfLcbgOBRO9c,0.794,0.865,8,-5.333,1,0.215,0.149,1.38e-05,0.0468,0.779,126.658,313365,4,58
Ruin My Life,Zara Larsson,Ruin My Life,5tAa8Uaqr4VvA3693mbIhU,0.665,0.699,11,-5.265,1,0.0578,0.423,0.0,0.0969,0.585,124.896,190932,4,79
What's Up Danger (with Black Caviar),Blackway,Spider-Man: Into the Spider-Verse,5zsHmE2gO3RefVsPyw2e3T,0.701,0.755,2,-5.82,1,0.0417,0.00363,0.000795,0.121,0.116,95.036,222307,4,61
"Feel It (feat. Lloyd, Rich Homie Quan)",Jacquees,19 - EP,60A9cgTlUXxO7c2ucnen1x,0.54,0.555,4,-9.858,0,0.072,0.0527,0.0,0.413,0.155,127.154,259918,4,72
Some Nights,fun.,Some Nights,67WTwafOMgegV6ABnBQxcE,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,277040,4,71
All We Know,Alessia Cara,The Pains Of Growing,6Dw696uOB5aKDyLzUJREBr,0.47,0.792,4,-4.788,1,0.0973,0.0483,2.08e-06,0.129,0.409,150.959,203693,4,81
If I Can't Have You,Shawn Mendes,If I Can't Have You,6LsAAHotRLMOHfCsSfYCsz,0.692,0.809,2,-4.198,1,0.0602,0.524,0.0,0.147,0.864,123.911,190800,4,89
Afterlife,Hailee Steinfeld,Afterlife (Dickinson),6PFyGdWw0qnstR8KJAWrrr,0.673,0.61,1,-4.73,0,0.0356,0.00662,0.0,0.0572,0.343,122.063,209200,4,76
Freedom,Pharrell Williams,Freedom,6RB9YvNyP0RZfCUcMtZELH,0.428,0.559,1,-6.374,0,0.067,0.395,3.56e-05,0.136,0.607,86.459,162467,4,82
Sangria Wine,Pharrell Williams,Sangria Wine,6XlSyYFTU1nodeWwwzVgTV,0.831,0.713,1,-3.646,0,0.094,0.181,0.0,0.0572,0.69,132.109,202853,4,82
Pasos de cero,Pablo Alborán,Terral,6jfqLf0ZN12naHj7GCv966,0.749,0.637,7,-6.924,1,0.0764,0.308,0.0,0.0878,0.798,99.951,234373,4,78
Do My Thang,Miley Cyrus,Bangerz (Deluxe Version),6n2GPvMJtFZ4ckoc9EWHMx,0.76,0.575,6,-4.06,1,0.0444,0.282,0.000383,0.0993,0.314,131.983,225493,4,86
7 Days,Alessia Cara,The Pains Of Growing,6qVwzCWDC6Kiatl7v2it7D,0.503,0.697,9,-4.888,0,0.188,0.214,0.0,0.165,0.798,79.157,208680,4,81
Put Your Money On Me,The Struts,Everybody Wants,76AwsOtk3SePQ8h9kB2pmW,0.565,0.905,5,-3.575,0,0.057,0.00101,0.0,0.325,0.684,126.011,213853,4,61
Lost In Japan,Shawn Mendes,Shawn Mendes,79esEXlqqmq0GPz0xQSZTV,0.713,0.738,10,-6.784,1,0.374,0.255,0.0,0.106,0.425,105.027,201200,4,89
Zeus,Destripando la Historia,Zeus,7Aw2LJgquEqPGjIUjxGusy,0.73,0.68,11,-5.665,0,0.0483,0.37,0.0,0.37,0.844,118.012,171992,4,65
Walk Me Home,P!nk,Walk Me Home,7DHApOHsIFo7EyfieArYGE,0.652,0.453,1,-6.119,1,0.0445,0.0507,0.0,0.179,0.432,88.039,177391,3,84
"La Vie En Rose - From ""How I Met Your Mother: Season 9""",Cristin Milioti,How I Met Your Music: Deluxe,7FMudQFEInauBuk4OP1yhT,0.649,0.16,7,-9.795,1,0.254,0.934,0.0,0.0727,0.597,79.852,84933,1,43
Ready to Run,One Direction,FOUR,7GtGeeChOx4NS77bqK8SUx,0.524,0.831,2,-4.174,1,0.036,0.00229,0.0,0.171,0.299,115.067,196053,4,88
Mayores,Becky G,Mayores,7JNh1cfm0eXjqFVOzKLyau,0.743,0.855,5,-3.976,0,0.0436,0.141,0.0045,0.099,0.871,96.989,202453,4,83
Game of Survival,Ruelle,Madness,7jJTRLLwHQsHtBBYCCmqQR,0.557,0.822,11,-4.973,0,0.0522,0.26,0.0808,0.31,0.153,115.979,178566,4,67
Kiss and Make Up,Dua Lipa,Dua Lipa,7jr3iPu4O4bTCVwLMbdU2i,0.678,0.729,8,-4.188,1,0.137,0.0658,0.0,0.303,0.643,99.895,189173,4,94
Cool,Jonas Brothers,Happiness Begins,7yfi8B8opXjnRh4VZnOkz9,0.683,0.598,0,-5.487,1,0.0423,0.00873,0.0,0.156,0.62,78.969,167107,4,83
Growing Pains,Alessia Cara,Growing Pains,003eoIwxETJujVWmNFMoZy,0.353,0.755,1,-6.276,0,0.733,0.0822,0.0,0.39,0.437,191.153,193680,4,81
Sk8er Boi,Avril Lavigne,Let Go,00Mb3DuaIH1kjrwOku9CGU,0.487,0.9,0,-4.417,1,0.0482,6.79e-05,0.0,0.358,0.484,149.937,204000,4,80
I'll Be There,Jess Glynne,I'll Be There,083Qf6hn6sFL6xiOHlZUyn,0.623,0.851,7,-3.111,1,0.0409,0.0228,0.0,0.12,0.4,100.063,193924,4,76
The Middle,Zedd,The Middle,09IStsImFySgyp0pIQdqAc,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,184732,4,80
Hércules,Destripando la Historia,"Destripando la Historia, Vol. 1",0Y9F0Qh1MFQBmiAGrq7U1N,0.642,0.707,1,-7.277,1,0.401,0.516,0.0,0.0733,0.754,128.827,196853,4,65
